978	('120.191523', '120.190721', '23.008341', '23.007600')
979	('120.191309', '120.190721', '23.008191', '23.007600')
980	('120.196821', '120.195981', '22.978915', '22.978208')
981	('120.196735', '120.196067', '22.978915', '22.978306')
982	('120.191523', '120.191108', '23.008223', '23.007600')
983	('120.196797', '120.195976', '22.978059', '22.977308')
984	('120.196797', '120.195972', '22.978333', '22.977705')
985	('120.196909', '120.196320', '22.978646', '22.977856')
986	('120.196381', '120.195972', '22.978333', '22.977564')
987	('120.196902', '120.196423', '22.978793', '22.978474')
988	('120.196902', '120.196215', '22.978915', '22.978474')
989	('120.197100', '120.196423', '22.978951', '22.978474')
990	('120.196423', '120.195981', '22.978646', '22.978208')
